Rank,ETF,HB,Primary Category,Secondary Category,18m,12m,12-1,6m,3m,1m,1d,Transition State,HIL Summary
1,EWY,,International,South Korea Equity,2.528226735470864,1.517400140934638,1.3459896290068607,0.5280971659919029,-0.05137227304714986,0.0730653323477568,0.03249808512966412,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d up.
2,FTXL,HB,Growth & Technology,Semiconductors,2.0584690197844835,1.2751863043728537,1.3019657585076527,0.5986690682720506,-0.11176346804688309,-0.011633298208640674,0.0234375,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
3,PSI,HB,Growth & Technology,Semiconductors,1.832960179307852,1.1132959277775645,1.283781576353464,0.5239635176873678,-0.14286783700539885,-0.07465059283301323,0.027054844875753492,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
4,AIS,HB,Growth & Technology,AI Infrastructure,2.1677733510402835,1.220291653738753,1.2066397766056474,0.6630257959563095,-0.06138509968520456,0.00618672665916753,0.02727533735285692,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d up.
5,SOXX,,Growth & Technology,Semiconductors,1.7658125461036986,1.089285760544724,1.1667415894878315,0.5980046662008047,-0.10156190189530534,-0.035747607983754315,0.018630539396633505,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
6,SOXQ,HB,Growth & Technology,Semiconductors,1.7223687908817666,0.9918687415695253,1.0872901657091614,0.548874642180736,-0.10160456026155462,-0.04571545715457159,0.01770878880629634,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
7,SMH,HB,Growth & Technology,Semiconductors,1.6622119932007289,0.8957519272585719,0.9501039516272329,0.4647927240872902,-0.06714250553778012,-0.027871347229109444,0.014724780466909504,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
8,EWT,HB,International,Taiwan Equity,1.321038088471083,0.8543076022480798,0.7752265909900022,0.5898795871559632,0.08257686676427523,0.04454699566773401,0.018270290121189747,REACCELERATING,"Positive trend cooled, then strengthened into 1m; 1d up."
9,COPX,HB,Natural Resources,Copper Miners,1.3248984357338682,0.7554297974903319,0.7508692095153768,0.1140060936447862,0.06819197465345761,0.002604756511891404,-0.0009028326373998752,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d down."
10,XBI,,Defensive Equity,Biotech,0.8212516809452368,0.6710852832938585,0.7052130813329585,0.2751046106414823,0.17789158774052183,-0.0200138026224983,-0.003953577349827819,CORRECTION,Established trend; positive 3m but negative 1m; 1d down.
11,BDRY,HB,Transportation & Trade,Dry Bulk Freight Futures,1.3967065868263475,0.9476885644768858,0.6630170316301702,0.539423076923077,0.2787539936102239,0.17117776152158015,0.005653266331658413,ACCELERATING,Positive trend strengthening through 1m; 1d up.
12,EPU,HB,International,Peru Equity,1.3187016198125638,0.6403435453669533,0.617380182242879,0.12529157275571845,0.07554979531526951,0.01419787590832855,-0.0006609385327165374,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d down."
13,OIH,HB,Natural Resources,Oil Services,0.7214575587812926,0.6456014841145226,0.6165363760084752,0.12940639514591767,-0.012233493002723694,0.017979866421450108,0.0010708676407595874,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d up.
14,SLV,,Natural Resources,Silver Bullion,0.9399198931909212,0.5535952953755681,0.5787222667735901,-0.24006276150627626,-0.04439329168036832,-0.01591601760921102,0.010782608695652174,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
15,PICK,HB,Natural Resources,Global Metals & Mining,0.8088256107503846,0.5573371200091206,0.5652037005679669,0.11584314653528249,0.0015996141298659783,-0.00502591487356685,0.0014226999683844,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
16,LIT,HB,Natural Resources,Lithium & Battery,0.807096091955193,0.47525148173274534,0.5520165609332743,0.009097866793941867,-0.11075908339942053,-0.049461507778221,-0.004456203871327169,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
17,QTEC,HB,Growth & Technology,Technology,0.7611751421976563,0.4300507708106831,0.48298299718302284,0.4045978831274677,-0.01722438011617078,-0.03569307704328806,0.008300924866825543,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
18,BOAT,HB,Transportation & Trade,Global Shipping,1.1559220959256158,0.7235468106878229,0.46998655873086426,0.3839106859838479,0.27187346174595084,0.17249154453213067,0.01900842641583389,ACCELERATING,Positive trend strengthening through 1m; 1d up.
19,SIL,,Natural Resources,Silver Miners,1.631810667913855,0.5296691867679775,0.449502837731258,-0.032943540458628906,0.22003910230811274,0.05530610009856529,0.0016632016632016633,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d up.
20,DXJ,HB,International,Japan Hedged Equity,0.6924698657253705,0.3956764429488475,0.4343446030598892,0.13801872662520487,0.04994811364764096,-0.026958765716795674,0.021617570761514937,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
21,IBB,HB,Defensive Equity,Biotechnology,0.5197218340741092,0.44647331327288775,0.43072056098227973,0.22184202274872855,0.19044247028768257,0.011010362694300557,0.0014311093564944866,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d up."
22,VDE,HB,Natural Resources,Energy,0.5839068190377157,0.5058732909444468,0.4130325652024329,0.14650929732413642,0.14738199573495758,0.06570317487956356,0.0036075430445479117,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d up."
23,XLE,,Natural Resources,Energy,0.5620116385061371,0.5073998016202041,0.412290603206648,0.14829508509256906,0.1486304762351014,0.0673439292151401,0.0032342522716770628,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d up."
24,QCLN,HB,Growth & Technology,Clean Energy,0.7094036411929314,0.31551350909512954,0.4112065507751148,0.05763173828759305,-0.1817129629629629,-0.06780938029760786,0.019991755976916714,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
25,XLK,,Growth & Technology,Technology,0.8166923534565564,0.39661598848451884,0.40547181534175025,0.3648243756949896,0.025565083751672546,-0.006300963676797777,0.013227513227513255,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
26,DRIV,HB,Growth & Technology,Autonomous & Electric Vehicles,0.5559284315770112,0.3309442012511017,0.3974719587529836,0.1272101908308223,-0.1203884711633193,-0.047605790645879775,0.010336680448907343,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
27,DBC,,Inflation & Real Assets,Broad Commodity Futures,0.562974625173964,0.5308635432003916,0.390057336723878,0.14899514899514887,0.14939341421143837,0.10129525074725998,-0.013682331945270687,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d down."
28,XOP,HB,Natural Resources,Oil & Gas E&P,0.6447433655482626,0.5198263061792348,0.3867289074059257,0.18451049577396028,0.20359389973577402,0.09597939298913638,0.0012789686396890154,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d up."
29,XME,HB,Natural Resources,Metals & Mining,1.059802922193759,0.3436069336716878,0.38097204772961746,0.008582601610808593,-0.03922487489642523,-0.027057111054028637,-0.00993290929685453,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
30,FTEC,HB,Growth & Technology,Technology,0.7841367025498975,0.3643528217746541,0.36992315022837396,0.34749401915594613,0.04360808863488175,-0.004066161268091006,0.012400168137872924,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
31,VGT,,Growth & Technology,Technology,0.7781051949079036,0.3606735336868301,0.3666300627431942,0.3470263500878381,0.044319088002452656,-0.004358552631578916,0.012037114436178165,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
32,IYW,HB,Growth & Technology,Technology,0.7855373055626689,0.3531597887009936,0.3522514484677097,0.34055182354138736,0.0409882761141509,0.0006717243559348773,0.011745435659781922,COOLING,Positive trend losing velocity into 1m; 1d up.
33,XAR,HB,Industrials,Aerospace & Defense,0.5626169109895289,0.129584958404253,0.3471802394629351,-0.083760945115113,-0.13494270654094176,-0.16151905638508202,0.005313496280552554,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
34,AIRR,,Industrials,U.S. Industrial Renaissance,0.5772804133014835,0.16953495264673024,0.34569009138073303,-0.017540403853173125,-0.16434301736895385,-0.13090319967598218,0.02025484975275771,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
35,ARKQ,HB,Growth & Technology,Autonomy & Robotics,0.8468671970988895,0.2507361770547081,0.32875259811851953,0.02146283982829722,-0.06818181818181823,-0.05871403086946414,0.007220516225412865,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
36,ROBO,HB,Growth & Technology,Robotics,0.46653135833356774,0.2376071297541429,0.32599646464367527,0.1151677473921624,-0.040276598325852286,-0.06665880132137803,0.016576715497301553,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
37,CALF,HB,Broad Equity & Factors,Small Cap Cash Flow,0.5128481840169532,0.30417902730615376,0.3061199434712454,0.2689591442953836,0.11627825912034928,-0.0014860167894941156,0.007202016564638036,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
38,IWM,,Broad Equity & Factors,Small Cap Blend,0.4612921185665506,0.23457486546129935,0.2936348005254248,0.17251569326238592,-0.0028682927162002603,-0.045654256549172434,0.004136253041362448,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
39,SCHA,,Broad Equity & Factors,Small Cap Blend,0.46311774214768375,0.24518810880500852,0.29346264039821857,0.17939983520849068,-0.016050016501897302,-0.03732193732193734,0.004160475482912318,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
40,SCHD,,Broad Equity & Factors,Dividend,0.2993041438016688,0.286291488686252,0.2915693552869576,0.1253293199473584,0.057231501319306544,-0.004086398131932345,0.003824654310091047,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
41,HEFA,,International,Developed ex-US Currency-Hedged,0.36879886563332276,0.24219093420198234,0.2771484019528867,0.11123546381450766,0.029181746361635508,-0.027371500208942745,0.009104704097116834,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
42,FNDX,,Broad Equity & Factors,Fundamental Large Cap,0.4289271403776638,0.2765884834321608,0.2765884834321608,0.1713420394782803,0.050422636463633985,0.0,0.00838769804287054,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
43,SPMO,,Broad Equity & Factors,Momentum Factor,0.6322879223962228,0.251521940517182,0.27599374705416424,0.27129666782611905,-0.01356366332923753,-0.019178625752265144,0.005287060258930332,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
44,IWO,HB,Broad Equity & Factors,Russell 2000 Growth,0.4321823459589804,0.19288575418891152,0.2730647574966065,0.1634606160109413,-0.026044904149871817,-0.06298108783198242,0.005360024065414137,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
45,ITA,,Industrials,Aerospace & Defense,0.4878866104755726,0.10670689854098026,0.27149257938396176,-0.05263302996782693,-0.07149747897044423,-0.12960019076385032,0.003160498351044261,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
46,PAVE,,Industrials,U.S. Infrastructure Development,0.4453833985215745,0.17543405987125094,0.2712858387919652,0.07276900405884246,-0.05255625597256597,-0.07539750384681143,0.013493253373313419,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d up.
47,VEA,,International,Developed Markets,0.4783386582625435,0.25891052047453766,0.269475046784752,0.13360635927006115,0.024717595015696148,-0.008321964529331538,0.010706340378197954,CORRECTION,Established trend; positive 3m but negative 1m; 1d up.
48,EWJ,,International,Japan Equity,0.5182462495060387,0.2792844754755994,0.26929006551094625,0.17704601730239444,0.07502180156475102,0.007874015748031482,0.02198257984238916,COOLING,Positive trend losing velocity into 1m; 1d up.
49,VHT,HB,Defensive Equity,Health Care,0.19839324272645054,0.23681388380348567,0.2604563967396789,0.12899262177221704,0.08721587487050941,-0.018757104964001514,-0.0017027018344202283,CORRECTION,Established trend; positive 3m but negative 1m; 1d down.
