Rank,ETF,HB,Primary Category,Secondary Category,18m,12m,12-1,6m,3m,1m,1d,Transition State,HIL Summary
1,FTXL,HB,Growth & Technology,Semiconductors,1.9756853098856215,1.2894267196291977,1.2926983206229083,0.5195050681966285,-0.05491195855588149,-0.0014269653204185273,-0.017945991920050974,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
2,EWY,,International,South Korea Equity,2.4749286431472384,1.5087946076837069,1.2823848674809506,0.3837410613473844,0.030148500980667015,0.09919875627840224,-0.03642939511479182,REACCELERATING,"Positive trend cooled, then strengthened into 1m; 1d down."
3,PSI,HB,Growth & Technology,Semiconductors,1.7596076486896122,1.1040028604072152,1.2272081617203479,0.4436490993369089,-0.07834472160420836,-0.05531826949572882,-0.020989505247376306,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
4,AIS,HB,Growth & Technology,AI Infrastructure,2.158108108108108,1.2406519654841803,1.1783317353787153,0.5663538873994638,-0.001992882562277587,0.028609154929577496,-0.02894736842105272,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d down.
5,SOXX,,Growth & Technology,Semiconductors,1.7040547141613702,1.10352265959414,1.1548733479494309,0.5260283763617875,-0.036550340889609734,-0.023830026207413035,-0.01979323308270675,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
6,SOXQ,HB,Growth & Technology,Semiconductors,1.6759629460894998,1.0179631780932752,1.0845351592262489,0.48140983532780623,-0.04024815410787763,-0.031936127744510934,-0.01915912719531665,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
7,SMH,HB,Growth & Technology,Semiconductors,1.6397551303415625,0.9015703507429624,0.9297966540628206,0.4077500436376331,-0.011140109649506957,-0.014626568690765063,-0.01696007243727038,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
8,COPX,HB,Natural Resources,Copper Miners,1.3719298196739231,0.7709123069170114,0.7689155628568953,0.08143626150673589,0.14901735835056673,0.0011287955751213552,-0.06906686260102868,STEADY_POSITIVE,"Positive across long, 6m, 3m, and 1m horizons; 1d down."
9,EWT,HB,International,Taiwan Equity,1.2906330199136313,0.8545874106865647,0.7642853328460693,0.5193992490613268,0.11489795918367363,0.05118337502405246,-0.022369362920544034,REACCELERATING,"Positive trend cooled, then strengthened into 1m; 1d down."
10,XBI,,Defensive Equity,Biotech,0.8318896645185805,0.6630834785896975,0.6718621563258296,0.2454055623016187,0.22153162844828733,-0.005250838236224409,-0.013427029740243346,CORRECTION,Established trend; positive 3m but negative 1m; 1d down.
11,OIH,HB,Natural Resources,Oil Services,0.7167644588214115,0.6857422507705884,0.6633532674689953,0.0931639914809621,-0.004799962167785887,0.013460149289669987,-0.019704204029346806,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d down.
12,BDRY,HB,Transportation & Trade,Dry Bulk Freight Futures,1.4396946564885496,0.904648390941597,0.643623361144219,0.4934579439252338,0.2784,0.15881073241479338,-0.007453416149068359,ACCELERATING,Positive trend strengthening through 1m; 1d down.
