Rank,ETF,HB,Primary Category,Secondary Category,18m,12m,12-1,6m,3m,1m,1d,Transition State,HIL Summary
1,FTXL,HB,Growth & Technology,Semiconductors,1.9722064740625385,1.2867496092660047,1.2926979738093132,0.5177284849531645,-0.05601694175940608,-0.002594482400760989,-0.019094195194556685,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
2,EWY,,International,South Korea Equity,2.476440878862039,1.5098863966659986,1.2823848674809506,0.3843432442604442,0.03059680582796309,0.0996771107390575,-0.03601006394800299,REACCELERATING,"Positive trend cooled, then strengthened into 1m; 1d down."
3,PSI,HB,Growth & Technology,Semiconductors,1.756387381372864,1.1015479602565175,1.2272081617203479,0.44196468414042456,-0.07942008691116753,-0.05642050151556899,-0.022131791247233523,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
4,AIS,HB,Growth & Technology,AI Infrastructure,2.1572072072072075,1.2400127836369448,1.1783317353787153,0.5659070598748885,-0.00227758007117429,0.028315727699530724,-0.02922437673130196,MIXED_TRANSITION,Positive long and 1m momentum with mixed middle horizons; 1d down.
5,SOXX,,Growth & Technology,Semiconductors,1.7012025049335575,1.101304051691908,1.1548733479494309,0.5244188578717515,-0.037566501574808786,-0.024859603144889664,-0.02082706766917297,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
6,SOXQ,HB,Growth & Technology,Semiconductors,1.6745115782702986,1.0168684126758532,1.0845353333617207,0.48060603183603834,-0.04076890931454735,-0.03246139300346673,-0.019691325172964458,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
7,SMH,HB,Growth & Technology,Semiconductors,1.6369963746478216,0.899583057311135,0.9297966540628206,0.40627883200758075,-0.012173547494350956,-0.015656362906463106,-0.017987427954517576,FAST_REVERSAL,Established trend; 3m and 1m now negative; 1d down.
8,COPX,HB,Natural Resources,Copper Miners,1.3681856526341853,0.7681168652328487,0.7689155628568953,0.07972917979954297,0.14720359772175762,-0.0004515182300486309,-0.07053637031594417,CORRECTION,Established trend; positive 3m but negative 1m; 1d down.
9,EWT,HB,International,Taiwan Equity,1.2910523193864325,0.8549268921822057,0.7642853328460693,0.5196773744958978,0.11510204081632658,0.0513757937271504,-0.022190408017179752,REACCELERATING,"Positive trend cooled, then strengthened into 1m; 1d down."
10,XBI,,Defensive Equity,Biotech,0.8280450728797408,0.6595932948547407,0.671862291235032,0.24279182638480656,0.21896799681900747,-0.007338520908458213,-0.015497553017944532,CORRECTION,Established trend; positive 3m but negative 1m; 1d down.
