Rank,ETF,HB,Primary Category,Secondary Category,18m,12m,12-1,6m,3m,1m,1d
30,SIL,,Natural Resources,Silver Miners,1.7568747969041216,0.6452385677263626,0.32033705048688077,-0.11251645805571031,0.027267460290205214,0.246074680036944,-0.035834609494640124
31,AIRR,,Industrials,U.S. Industrials,0.46076711677418314,0.15968031787006698,0.31496047358675683,-0.09398372660279408,-0.17656650361052872,-0.1180873180873181,-0.020051746442432128
32,DRIV,HB,Growth & Technology,Autonomous/EV,0.5211389648251512,0.31783075833479124,0.31240918013417796,0.0967546346421817,-0.19825766540527134,0.004131012097964071,-0.01390901188061422
33,CALF,HB,Broad Equity & Factors,Small Cap Value,0.47534373510244987,0.33984511489864055,0.28882568519594987,0.2558006250783045,0.12842366710783137,0.03958598147811876,-0.005731156651615166
34,ROBO,HB,Growth & Technology,Robotics,0.39908954780670824,0.24063581902167797,0.27891343507326094,0.05308196282925515,-0.1281824219614789,-0.02992979430964393,-0.0208851317752361
35,SCHA,,Broad Equity & Factors,Small Cap Blend,0.35660917119336677,0.24832194076004677,0.26647800341877126,0.1209713268146877,-0.01409544249402861,-0.01433586892919847,-0.01375878220140514
36,XAR,HB,Industrials,Aerospace & Defense,0.524935376087668,0.16388171463516432,0.26272928740184764,-0.112421045432338,-0.09673080451743887,-0.07828089025326168,-0.016801808825822495
37,FNDX,,Broad Equity & Factors,Fundamental Equity,0.3467689284073916,0.2763128432438211,0.2624999336849052,0.13570169603188087,0.0441830746452998,0.010940919037199182,-0.001235330450895633
38,SPMO,,Broad Equity & Factors,Momentum Factor,0.47415964180688874,0.258171446360282,0.25834459319113035,0.22433155623024392,-0.056810411146212214,-0.00013759889920872403,-0.011965463321775727
39,HEFA,,International,Developed ex-US Hedged,0.34094010811494013,0.26385709475906394,0.2571186798797769,0.09792023057307175,0.039188754924606606,0.005360205831903997,-0.007198814312936563
40,XME,HB,Natural Resources,Metals & Mining,1.0069485776991476,0.41265133180741365,0.2569768624668831,-0.010648626363350178,-0.12700992313689763,0.12384831733100565,-0.019046812833319215
41,PAVE,,Industrials,Infrastructure,0.3543004847147524,0.16788371901247867,0.2476797102112518,-0.005631270180517789,-0.051600496120529527,-0.0639555092109837,-0.015356489945155483
42,MTUM,HB,Broad Equity & Factors,Momentum Factor,0.3715837981169965,0.2234189833993132,0.24697169957526577,0.20105580367474407,-0.09085939688912337,-0.018887931605805486,-0.014249567186043532
43,ITA,,Industrials,Aerospace & Defense,0.4670657268266485,0.14149911404970839,0.24650588855270583,-0.07888584528726006,-0.012358463479268389,-0.08424089726918083,-0.013137727173199054
44,SCHD,,Broad Equity & Factors,Dividend,0.2876823172091394,0.29182030857417685,0.24614801827391153,0.11945861890221687,0.08332018290398069,0.03665077473182343,-0.002866150759530006
45,VEA,,International,Developed Markets,0.4703214814586738,0.2630547773630163,0.24500362680544874,0.08951567604871391,0.0017886433701446158,0.014498873873873608,-0.011656609983543675
46,IWO,HB,Broad Equity & Factors,Small Growth,0.3508207403973176,0.21199823659201655,0.23521796999945677,0.12125108779941662,-0.02831792355263485,-0.018798085820796895,-0.015570704793230639
47,QQQM,,Growth & Technology,Nasdaq-100,0.4025821082317258,0.2461392092131427,0.23385501765429906,0.1782513526176568,-0.05127453776888091,0.009955944080202617,-0.013686564130361178
48,QQQ,,Growth & Technology,Nasdaq-100,0.40178303919740244,0.24559161690469988,0.2332428059717051,0.17814682772021895,-0.05133343380735356,0.010013284385847143,-0.013505217925107393
49,XLI,,Industrials,Industrials,0.2901412958989593,0.15001830446892117,0.2204493461181274,-0.011053553952130701,-0.006747684626161821,-0.05770910679187591,-0.014503511677039893
50,PPA,HB,Industrials,Aerospace & Defense,0.42267235277921045,0.12036955578010722,0.21557145068407957,-0.09254908191182398,-0.044700308470484895,-0.07831863347102808,-0.01362088535754813
51,ONEQ,,Broad Equity & Factors,Nasdaq Composite,0.397624894260995,0.225060698092582,0.21529736081552953,0.16360635148632308,-0.03436063548310431,0.008033702361124773,-0.009625565501973243
52,VHT,HB,Defensive Equity,Health Care,0.2114573567370326,0.2816012785818076,0.21448022826740942,0.11820786893833102,0.1812593241589906,0.05526730592407736,0.004344293036629754
53,ARKQ,HB,Growth & Technology,Autonomy & Robotics,0.6542503798247703,0.23038674554467553,0.21401161001920999,-0.005130751406818956,-0.15248501938667602,0.013488450514247186,-0.018612244897959207
54,ARGT,HB,International,Argentina Equity,0.16495107574117363,0.2021927321655148,0.2006786355255077,0.10830536213697695,-0.022243502526903214,0.0012610340479193294,0.007720782654680125
55,XMMO,HB,Broad Equity & Factors,Mid Cap Momentum,0.24941257774493364,0.1568475339910902,0.1992507080016339,0.018022978215387342,-0.1109748274081872,-0.03535805626598465,-0.009649468294604113
56,VBK,,Broad Equity & Factors,Small Growth,0.27010796396613146,0.18148598712014508,0.18858416153122826,0.09012543735745493,-0.03685346670009493,-0.005971957763545088,-0.01624600274097765
57,IVV,,Broad Equity & Factors,US Large Blend,0.3041187800061069,0.193439155771703,0.18833505286769747,0.12484391422551688,0.00469636168495513,0.004295171544160148,-0.007979344526039878
58,VOO,,Broad Equity & Factors,S&P 500,0.3036340996460296,0.19304183464474334,0.18807729568660436,0.12440123125776203,0.004420169470330304,0.004178632969557672,-0.007916128757678553
59,SPY,,Broad Equity & Factors,S&P 500,0.30242622403190644,0.1925903186078104,0.1876058443840174,0.12429751178358295,0.004265713431707008,0.004197077883511424,-0.008082915064206886
60,OEF,HB,Broad Equity & Factors,S&P 100,0.3184951692328024,0.19208325309445073,0.18365182982090844,0.13798519024485678,0.0011614389135206071,0.0071232291972360695,-0.006526659297857784
61,KBE,HB,Financials & Credit,Banks,0.2114903255245717,0.121696765669709,0.1827460513610628,0.09952825541758781,0.05855114269373729,-0.051616562677254674,-0.013714791328712672
62,COWZ,,Broad Equity & Factors,Cash Flow Factor,0.288564214699945,0.2606375093602329,0.1819574307598728,0.1203500295939488,0.1043481450966035,0.06656760772659731,-0.004438280166435438
63,VWO,,International,Emerging Markets,0.3966084097366138,0.20758074449550334,0.176116734332197,0.09925893420325216,-0.007810555444056955,0.02675245513037594,0.00198281559814939
64,IAU,,Natural Resources,Gold,0.5104882123630965,0.24992319508448557,0.17035330261136727,-0.15168890742285235,-0.036128879412461457,0.06798792492453076,-0.02795364950424073
65,RSP,,Broad Equity & Factors,Equal Weight,0.23761762698950584,0.1718058386303849,0.17013506404674295,0.08470132303322919,0.039145029928003394,0.0014278476348392743,-0.00897944300104836
66,GLD,,Natural Resources,Gold,0.5078436586014361,0.24805860345207043,0.1686421228031565,-0.15202717135899513,-0.036363636363636265,0.06795620241586198,-0.028034866069242437
67,MGK,,Broad Equity & Factors,Mega Cap Growth,0.32219907763713485,0.16287376408745113,0.15346307385318148,0.1558257531046039,-0.029650358459823112,0.008158640226628933,-0.010344827586206917
68,SCHG,,Broad Equity & Factors,Large Growth,0.29978929922919706,0.15947957945481006,0.14697667820075688,0.15272954189494592,0.005023418576658445,0.010900745840505044,-0.011777902411665542
69,VUG,,Broad Equity & Factors,Large Growth,0.29950018100682185,0.14673116269839315,0.14410345609275987,0.1425473418021843,-0.02957808770964998,0.0022967386311438798,-0.010879419764279197
70,IAK,HB,Financials & Credit,Insurance,0.09321836297248343,0.11064412094289655,0.13872350636581565,0.07148234107640872,0.11531638850106218,-0.024658650906867696,-0.002501042100875317
71,SPGP,HB,Broad Equity & Factors,GARP Factor,0.19639298698188035,0.11069240908208089,0.1369799286658946,0.09694283527750969,0.028079796038967153,-0.023120478137779177,-0.009251874302121488
72,XHE,HB,Defensive Equity,Health Equipment,0.06179858200518318,0.14450939017548037,0.1351281656658454,0.09017059301380992,0.20435897435897443,0.008264462809917328,-0.011157894736842144
73,IGF,,Industrials,Infrastructure,0.26817151359731306,0.10500992854753899,0.13438123247431655,-0.03171472760208316,-0.01588634438357084,-0.02589191630287535,-0.0066011667178386135
74,XRT,HB,Consumer,Retail,0.17302989830147242,0.027551150895127607,0.0950807301429546,0.006860864969585823,0.02754085233746495,-0.0616663022086158,-0.003252032520325243
75,VONG,,Broad Equity & Factors,Large Growth,0.23771707557088106,0.09240663956758088,0.09065402182401017,0.0822397463005684,-0.054836246285375534,0.0016069419893942616,-0.013687791755676915
76,IWF,,Broad Equity & Factors,Large Growth,0.23484322675642288,0.09128206287718088,0.08902958173682984,0.08169154453630156,-0.05505753071901587,0.002068337883676774,-0.012957379186700257
77,VFH,,Financials & Credit,Financials,0.13536202712178147,0.0763022593970204,0.08386175351447944,0.12321662328397442,0.11180253996669287,-0.006974592555689885,-0.010144721906923948
78,XLU,,Defensive Equity,Utilities,0.11868546307757599,0.03641991937313471,0.08152405606662572,-0.0847556647662292,-0.02547954073217784,-0.04170423805229939,0.00663035756571162
79,XLP,,Defensive Equity,Consumer Staples,0.06693629256219924,0.08409585494392169,0.07964293217393736,-0.016592299161813595,0.04853034637554421,0.004124440254536843,0.0027065191809836353
80,XLF,,Financials & Credit,Financials,0.12069757965635386,0.07552062690084105,0.07928250387496072,0.12624987814904132,0.11504664589647495,-0.003485535029627118,-0.009183850285912287
81,EUO,HB,Currency,Inverse Euro,-0.14105865522174543,0.06985032074126885,0.07875980042765507,0.025623505295524485,0.018663047166610047,-0.008259002312520636,0.005021760964178057
82,BOTZ,,Growth & Technology,Robotics & AI,0.10402486130938948,0.05273997456591295,0.0761009185249859,-0.04694910221045445,-0.13465605414938175,-0.021708878374617324,-0.020618556701030966
83,UUP,HB,Currency,US Dollar Basket,-0.007720339743546356,0.06551331083165923,0.06437978603290229,0.02694828841951935,0.015850144092218965,0.0010649627263044081,0.002844950213371167
84,EDEN,HB,International,Denmark Equity,0.08413490543867841,0.09490460983801619,0.057895597268615484,0.1445624896195674,0.08127064926975214,0.03498361526879812,-0.004005795619193675
85,VOT,HB,Broad Equity & Factors,Mid Growth,0.15113284814663142,0.0318149860695629,0.04970753027656505,0.08161622003060232,-0.02525071143568769,-0.017045266125020664,-0.018607423103665033
86,USDU,HB,Currency,US Dollar Basket,-0.008466628844466029,0.04481315958143561,0.048770785185910936,0.016949152542372836,0.0064811284788408585,-0.0037735849056603765,0.002658564375237482
87,VCR,HB,Consumer,Consumer Discretionary,0.08346397929155103,0.002789620577745122,0.043494414455962804,0.023038289688076086,-0.021341772506778933,-0.039008156933393434,-0.018702572881269308
88,HYG,,Financials & Credit,High Yield Credit,0.07714286060220621,0.03677035579070598,0.03978574756905551,0.011640069421548604,-0.0008475102051197503,-0.002900012608750502,-0.009146723468237083
89,SHY,,Rates & Duration,Short Treasury,0.04388622249116625,0.019446167742247056,0.02157001392504343,0.000273142780457869,0.0009569713951633751,-0.0020790020790021346,-0.003541335938454071
90,TIP,HB,Inflation & Real Assets,TIPS,0.03625644567458064,0.00853134042637338,0.008908996797999169,-0.00921077516664992,-0.011964011287208476,-0.00037432154220484737,0.0
91,IEF,,Rates & Duration,Intermediate Treasury,0.02347344894165726,-0.004516111531669087,0.0032661729384415583,-0.034632029575506706,-0.01611747271863795,-0.007756948933419494,-0.006901013586370519
92,TLT,,Rates & Duration,Long Treasury,-0.0537609937647624,-0.011697068729262794,-0.007470455509019036,-0.06703196041369475,-0.03709097576111753,-0.004258425599221294,-0.008240426563257297
93,IWP,,Broad Equity & Factors,Mid Growth,0.09199174716225866,-0.03164567555539721,-0.01753115639561731,0.019303438370046555,-0.03805151100136994,-0.014366378386105327,-0.018225829417627848
94,INDA,HB,International,India Equity,0.0303534303534303,-0.04655636783378214,-0.035013466717968456,-0.01314217443249699,0.03185509056839475,-0.011961722488038173,-0.0028169014084507005
95,IPAY,HB,Growth & Technology,Digital Payments,-0.12594079962682259,-0.1621307416725758,-0.1527839929741026,0.10548337370623218,0.1064580119021381,-0.011032308904649235,-0.021251705985572134
