Rank,ETF,HB,Primary Category,Secondary Category,18m,12m,12-1,6m,3m,1m,1d
16,SLV,,Natural Resources,Silver,1.0648275862068965,0.6036422067487948,0.5016068559185858,-0.1937525245725057,-0.10600179157957601,0.06795077581594433,0.013712544438801544
17,QTEC,HB,Growth & Technology,Technology,0.6488801942847164,0.4569555441382527,0.4964096195425953,0.364016191691821,-0.06774295766310723,-0.02636582583343894,0.004511868174982059
18,BOAT,HB,Transportation & Trade,Shipping,1.097117833650111,0.7125862668132095,0.47172192893006426,0.2762004709309709,0.26846349856678686,0.16366158113730944,0.023586823912159494
19,XLK,,Growth & Technology,Technology,0.6964322188413878,0.4134087088715164,0.4301013011119168,0.31393791378069724,-0.04768293739939866,-0.011672314560808972,0.0007625272331155397
20,DXJ,HB,International,Japan Hedged Equity,0.7020389651276646,0.4483841982896968,0.4208949673876661,0.14007948675572557,0.042559212594926565,0.019346420061273184,-0.0026644462947544856
21,SIL,,Natural Resources,Silver Miners,1.9093192114337434,0.6634032263908556,0.391345863951692,-0.020528183057877403,0.13294303206224023,0.195535394532649,0.014793798763806043
22,FTEC,HB,Growth & Technology,Technology,0.6769792095670568,0.39372725782969953,0.39109804309003815,0.31145378002239243,-0.02342513648093103,0.001890028350425288,0.007106920451746657
23,VGT,,Growth & Technology,Technology,0.6667064380678893,0.38768252921154667,0.38837834194556553,0.30838946205315043,-0.024568971763624936,-0.000501169395255574,0.0044489213464282695
24,IYW,HB,Growth & Technology,Technology,0.6752190956809732,0.3805158132283537,0.3837097945266603,0.30851932820687145,-0.02205855424853942,-0.0023082739682414033,0.009300265721877699
25,DRIV,HB,Growth & Technology,Autonomous/EV,0.57889003612364,0.35025747422053266,0.3794992222721332,0.11416796559500231,-0.18304978394047444,-0.021197364651962092,0.002052785923753575
26,XME,HB,Natural Resources,Metals & Mining,1.1496154121262778,0.460679362253942,0.3775952997679377,0.05275781696118398,-0.07694376733826824,0.0603109363831309,-0.006613092248451302
27,QCLN,HB,Growth & Technology,Clean Energy,0.6642964922487335,0.297952538868528,0.3771450929463389,0.027342242052375454,-0.28655747380846974,-0.05750487329434695,-0.003092783505154628
28,IBB,HB,Defensive Equity,Biotechnology,0.5882029437675038,0.5189599426594367,0.36996387191799096,0.2619034416105581,0.24068081102727135,0.10875912408759114,-0.00533208606173996
29,AIRR,,Industrials,U.S. Industrials,0.5419015474990554,0.18277009494870478,0.3544321023495536,-0.06016083033763786,-0.19127465857359638,-0.1267409470752089,0.0030111978921616434
30,ROBO,HB,Growth & Technology,Robotics,0.4401624296382005,0.2684843243328814,0.3538522763309957,0.07770961145194288,-0.10758636261007004,-0.06305558847931736,0.0024093329951813125
31,VDE,HB,Natural Resources,Energy,0.5877913456433581,0.5183011998403988,0.33575782661700626,0.1653733921202758,0.11469625303656272,0.1366590332363682,0.00021785305811228284
32,XLE,,Natural Resources,Energy,0.5687129409666234,0.5174940107120454,0.335497262805702,0.16887698289721498,0.1164192478729047,0.1362763915547025,0.00030721966205859985
33,DBC,,Inflation & Real Assets,Broad Commodities,0.5049993902836152,0.47539722946201124,0.31598224538296527,0.20399698340874806,0.06860776439089689,0.1211376404494382,0.0
34,XAR,HB,Industrials,Aerospace & Defense,0.579921948845445,0.1735655458803631,0.3159459738509016,-0.09701987347957486,-0.10272136413167454,-0.10819625638116837,0.0053954678070420314
35,SPMO,,Broad Equity & Factors,Momentum Factor,0.5337611968125415,0.2702144256557857,0.310955506478674,0.22219804244080876,-0.04584554001505492,-0.031077394024090044,-0.005056717233839048
36,CALF,HB,Broad Equity & Factors,Small Cap Value,0.5636227890592904,0.3566198581073625,0.30206472746548907,0.2670302134348874,0.14438080189610902,0.04189893903974107,0.0025956047759128076
37,SCHA,,Broad Equity & Factors,Small Cap Blend,0.4293660830439341,0.2695640052217778,0.2934265885798377,0.14355917181546562,-0.006170363829195447,-0.01844912078408767,0.00029377203290237297
38,XOP,HB,Natural Resources,Oil & Gas E&P,0.6075761834267475,0.5046649393937073,0.2918690298256055,0.18495951675684386,0.13052868518513883,0.16471941400811185,-0.003934562021122301
39,PAVE,,Industrials,Infrastructure,0.4344671122363226,0.19303203174873484,0.2883691523119736,0.025933230370647653,-0.05562855305987047,-0.07399829497016197,0.000552689756816438
40,ITA,,Industrials,Aerospace & Defense,0.514970115233254,0.14589264956167347,0.287515243537251,-0.0633501229195449,-0.029720528954456538,-0.10999682892024731,0.0051931772395577
41,MTUM,HB,Broad Equity & Factors,Momentum Factor,0.42609210634713257,0.22793287829824727,0.28644934978670666,0.2001473530267921,-0.09102745287646519,-0.045486805600361335,-0.003905197953137707
42,FNDX,,Broad Equity & Factors,Fundamental Equity,0.4029695938776281,0.29306481766614967,0.2768272502773865,0.15220862362530485,0.048459248172907365,0.012717121588089242,0.0027641277641277107
43,HEFA,,International,Developed ex-US Hedged,0.3532948595184806,0.2749005115875094,0.276796073095817,0.11263566239564327,0.04226173629252483,-0.0014846235418876086,0.0006376195536663687
44,VEA,,International,Developed Markets,0.48476519851622424,0.29002585774428424,0.2764410668462658,0.11916652478971956,0.023174792732848504,0.01064270905321374,0.007301281168204943
45,ARKQ,HB,Growth & Technology,Autonomy & Robotics,0.7501943024155069,0.27359672749918107,0.27641234296159656,0.010257258664901903,-0.12476709187329793,-0.0022058823529412797,0.01571856287425155
46,IWO,HB,Broad Equity & Factors,Small Growth,0.423794961728853,0.23477418854217058,0.2719055559740935,0.14441859172571192,-0.018316393663577624,-0.029193494169058587,0.000879741942363621
47,QQQM,,Growth & Technology,Nasdaq-100,0.44987196077657665,0.2568614864903487,0.2651286212082491,0.17326967641472812,-0.0366644106201347,-0.0065346199424412,0.004794192178618095
48,QQQ,,Growth & Technology,Nasdaq-100,0.4487851420472242,0.25611281084379156,0.26432661542749725,0.17311705205371974,-0.03670873398118657,-0.006496584413773876,0.004793863854266611
49,SCHD,,Broad Equity & Factors,Dividend,0.3242223421056316,0.31468595611484185,0.263601016105808,0.1381050054109061,0.08250224380297744,0.04042806183115344,-0.0002856326763781558
50,XLI,,Industrials,Industrials,0.33741703024905,0.16928357234045444,0.2600242508855819,0.010360170637670807,-0.015920416397824044,-0.07201502548966987,0.0008681560365784158
51,PPA,HB,Industrials,Aerospace & Defense,0.45475524635408715,0.12596650901356732,0.25718765462949866,-0.08360844090712327,-0.052339264157791665,-0.10437673734125474,0.0045851928837805644
52,ONEQ,,Broad Equity & Factors,Nasdaq Composite,0.45726351630682616,0.23783743889336173,0.23450991889633643,0.16652232311739912,-0.013006337062122952,0.0026954177897573484,0.008130081300812941
53,VHT,HB,Defensive Equity,Health Care,0.22688158443478712,0.28875373569377616,0.23220352528961197,0.14212250706633456,0.14268764503600284,0.04589356323329219,-0.005455049773476883
54,ARGT,HB,International,Argentina Equity,0.24067755359847198,0.2884204467605762,0.22355747229189893,0.14527371314770865,0.04703158860363921,0.05301179220227348,0.012461695607763001
55,VBK,,Broad Equity & Factors,Small Growth,0.3290269918622535,0.20036938149595418,0.22097539409342493,0.11029088216479233,-0.025117909031174723,-0.016876681296899232,0.00364235538981883
56,XMMO,HB,Broad Equity & Factors,Mid Cap Momentum,0.3126075975841025,0.15965629086923583,0.22019074770726266,0.03132176522867036,-0.11739741456834629,-0.049610650590304006,-0.0015833223380393724
57,VOO,,Broad Equity & Factors,S&P 500,0.3563694608388486,0.20799282069451164,0.20995926098582562,0.1339061954064642,0.01788245370122099,-0.0016252119841718704,0.004321803784421707
58,IVV,,Broad Equity & Factors,US Large Blend,0.35766970450252256,0.20906459685079293,0.20981549091777407,0.1352291905626939,0.01856638620077966,-0.0006206682528189233,0.005293895760981382
59,SPY,,Broad Equity & Factors,S&P 500,0.3554251402412061,0.20739395905134228,0.2090588317590476,0.13430784903668735,0.017990508204653866,-0.0013769989217837786,0.004665690835903735
60,COWZ,,Broad Equity & Factors,Cash Flow Factor,0.34098324151688986,0.27822270199801546,0.2053889947304175,0.13322941979697212,0.11225905936777192,0.06042340488091735,-0.0017990589537781876
61,OEF,HB,Broad Equity & Factors,S&P 100,0.38058679054967026,0.20581199147608165,0.19998148393757975,0.1492907654851512,0.020331214513025886,0.0048588312541038015,0.006709643467964765
62,KBE,HB,Financials & Credit,Banks,0.3166363736436004,0.16777769436544543,0.1988463895307493,0.1474588248740929,0.0874478023426497,-0.025915492957746533,0.011850768105340137
63,RSP,,Broad Equity & Factors,Equal Weight,0.2820750768608502,0.19281750260123798,0.19553797311759347,0.10213040311074573,0.043869639297094976,-0.002275519956310035,0.002881976212259829
64,VWO,,International,Emerging Markets,0.39770992876608124,0.20554482598170853,0.19341380744246672,0.10650953933398077,0.006334733328603237,0.010164972504582481,-0.002468323185782606
65,IAU,,Natural Resources,Gold,0.5250726744186047,0.24910714285714275,0.18824404761904745,-0.12123115577889443,-0.004034171808258269,0.05122103944896694,0.016838279830405867
66,GLD,,Natural Resources,Gold,0.5212591986917416,0.24736393002986534,0.18742000365697575,-0.12189732478064053,-0.004765725678994248,0.05048249666358684,0.01621232434579678
67,MGK,,Broad Equity & Factors,Mega Cap Growth,0.38108647956442954,0.1769580446494039,0.1752617636537892,0.15724925144748303,-0.0062743023257726405,0.0014433218607750042,0.010304659498207913
68,SCHG,,Broad Equity & Factors,Large Growth,0.35820871532672016,0.17274860144180515,0.16486236820151312,0.15500961076876774,0.02692694588014244,0.0067700987306063,0.010475651189127966
69,VUG,,Broad Equity & Factors,Large Growth,0.35542931958773516,0.15682301216878325,0.16258812855064142,0.14337327293342272,-0.008659546512509775,-0.004958863969345195,0.007876712328767299
70,SPGP,HB,Broad Equity & Factors,GARP Factor,0.2710719492855216,0.13565416763699512,0.15789893999277127,0.11130007307323342,0.03900729555650706,-0.01921132457027297,0.008477287268074063
71,IAK,HB,Financials & Credit,Insurance,0.1412619514421911,0.13949974980432267,0.14452093370624675,0.11156271017704134,0.14265809790459638,-0.004387149028077797,0.018785827750535278
72,XHE,HB,Defensive Equity,Health Equipment,0.10158759862899713,0.1801112566673433,0.14195923955245493,0.1303986710963454,0.17140046723226354,0.03340926347760065,0.0070824524312895765
73,IGF,,Industrials,Infrastructure,0.2799470891518272,0.1219816880025888,0.14168376940004657,-0.021788293588498875,-0.013284649721913011,-0.01725703905540421,0.0021611608521148185
74,BOTZ,,Growth & Technology,Robotics & AI,0.14597650465044154,0.076311766270869,0.12993044981433743,-0.028218482756471208,-0.11307960920660864,-0.04745308310991947,0.009661835748792313
75,VONG,,Broad Equity & Factors,Large Growth,0.29137955890967526,0.10471034584577299,0.11723500924511865,0.08439051927742858,-0.03292598784009748,-0.011210410787080627,0.005580802040978883
76,IWF,,Broad Equity & Factors,Large Growth,0.29033590672875786,0.10377916590607317,0.11493844976847445,0.08481407453509004,-0.03210587169787171,-0.010008878844135927,0.006895985551268469
77,VFH,,Financials & Credit,Financials,0.21572619052955933,0.1114929144091994,0.10573146332582328,0.15123752421362013,0.12339837316184066,0.005210533727643796,0.013488570211557471
78,XLF,,Financials & Credit,Financials,0.19642817949331337,0.10852880640184903,0.10093614334430212,0.14983054056581446,0.12290810500343441,0.006896551724137945,0.012833853624696578
79,XLP,,Defensive Equity,Consumer Staples,0.07713759982482316,0.08410121328387699,0.08818205539952029,0.007863983404447605,0.04339167695028112,-0.003750146490097195,-0.006079738103589305
80,XRT,HB,Consumer,Retail,0.23317209992426657,0.02480142167430799,0.08711239231219814,0.023270387181209884,0.033951225691612574,-0.057317873550645326,-0.0023153507756423775
81,VOT,HB,Broad Equity & Factors,Mid Growth,0.19247463627058226,0.04599446759114967,0.07242424625952126,0.08292525976067,-0.018603199603168585,-0.024644891012633452,0.0056693551108562
82,XLU,,Defensive Equity,Utilities,0.14682022479832302,0.05265204855634087,0.07055179221919028,-0.07236271586553789,-0.016747198749439196,-0.016720109940448813,0.006093273962971546
83,EUO,HB,Currency,Inverse Euro,-0.1216730038022813,0.057022175290390775,0.06335797254487852,0.03054221002059032,0.013841998649561038,-0.005958291956305817,0.0013337779259754434
84,UUP,HB,Currency,US Dollar Basket,0.00368354311509278,0.05295524084668135,0.056339739835117086,0.018922852983988436,0.005747126436781658,-0.003203987184051238,-0.006034788782392719
85,VCR,HB,Consumer,Consumer Discretionary,0.1508328098294096,0.026588347511693033,0.052219607012317315,0.024997939411015135,0.0019485604552571534,-0.024359230078787264,0.013598922447287887
86,EDEN,HB,International,Denmark Equity,0.12479402791350425,0.120783857491783,0.049430481561883344,0.1432426708516079,0.09751714709029491,0.06799247514109119,0.013172431375881644
87,HYG,,Financials & Credit,High Yield Credit,0.08777456032566833,0.04296942544419302,0.04081875942089486,0.01987998576261063,0.007670770309591068,0.0020663213492566612,0.001769687776513651
88,USDU,HB,Currency,US Dollar Basket,-0.002176729471000005,0.033365357128724904,0.03887454029696635,0.010000000000000009,0.0,-0.005303030303030143,-0.003793626707131903
89,SHY,,Rates & Duration,Short Treasury,0.04774427032475792,0.023774081168207895,0.022971876641764144,0.006074386492412209,0.0051796766129472704,0.0007841902057730277,0.000979911807937217
90,TIP,HB,Inflation & Real Assets,TIPS,0.04001502197630691,0.010934607343925595,0.009802118986184105,-0.0039269329073396975,-0.007474358502731704,0.0011214953271028172,0.0024330900243310083
91,IEF,,Rates & Duration,Intermediate Treasury,0.03012034097800287,0.001963098308293665,0.00809950784821778,-0.022866370897002386,-0.007995838043526104,-0.00608710696925352,0.002495118246908179
92,IWP,,Broad Equity & Factors,Mid Growth,0.13445840889039307,-0.015027681545744409,0.005802548753892411,0.026899947175032857,-0.027800087793269035,-0.020710059171597628,0.011054545454545428
93,TLT,,Rates & Duration,Long Treasury,-0.03772960375647705,-0.006130486181245676,-0.0011391941870375621,-0.05175013850611898,-0.026617892069006777,-0.004996984529937354,0.0039048200122024923
94,INDA,HB,International,India Equity,0.04033437826541264,-0.05397187381223867,-0.043899657924743374,-0.01171332142148096,0.03665139525197825,-0.010534684953289575,-0.0038022813688212143
95,IPAY,HB,Growth & Technology,Digital Payments,-0.054592680845786834,-0.1158543057221274,-0.12367709893943502,0.12752114508783352,0.17226606538895162,0.008926838734717668,0.010495626822157433
